nama_tempat,type_place,alamat,jam_operasional,rating,jumlah_review,telepon,stt_tlp,website,latitude,longitude,Ketersediaan Akses,aksesibilitas
GPIB Jemaat Jatipon Bekasi,Gereja Presbiterian,"Jl. Sekolah Kapin Gg. Gereja, RT.009/RW.004, Jatibening Baru, Pondok Gede, Bekasi, West Java 17412",Tutup,"4,7",206,"
(021) 8648688",Ada,Tersedia,-6.2544562,106.928027,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja Pantekosta - GPdI Jemaat Anugerah Bekasi,Gereja Pantekosta,"Jl. Sersan Aswan No.10, Margahayu, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17113",,"4,7",128,"
(021) 88341984",Ada,Tersedia,-6.2519072,107.0110771,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
GKI Kemang Pratama Bekasi,Gereja,"PXFP+QQX, RT.007/RW.020, Bojong Rawalumbu, Kec. Rawalumbu, Kota Bks, Jawa Barat 17116",Tutup,"4,7",103,"
(021) 82414036",Ada,Tersedia,-6.275523,106.986985,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
GKJ Bekasi Timur,Gereja,"Komplek Bekasi Grand Centre, Jl. Cut Mutia Blok F 3 dan 4, RT.001/RW.011, Margahayu, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17113",,"4,9",116,"
(021) 88356796",Ada,Tidak Tersedia,-6.2511399,107.0149872,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santa Clara, Bekasi Utara",Gereja Katolik,"Jl. Lkr. Utara, RT.03/RW.06, Harapan Baru, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17123",08.00 hingga 16.00,"4,9",596,"
(021) 8870327",Ada,Tersedia,-6.2082685,107.0189284,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GKI Raya Hankam,Gereja Presbiterian,"Jl. Raya Hankam No.45, RT.002/RW.002, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat 17414",Tutup,"4,7",237,"
(021) 8467121",Ada,Tersedia,-6.2872295,106.9146082,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Gereja Katolik Bolo-Boloa,Gereja,"Keluruhan sisipan, Satriamekar, Kec. Tambun Utara, Kabupaten Bekasi, Jawa Barat",,,,,Tidak Ada ,Tidak Tersedia,-6.1918319,107.0478955,Aksesibilitas Tersedia,[]
GSJA RUMAH DOA BEKASI,Gereja Kristen,"Jl. Cut Mutia No.6, RT.001/RW.011, Margahayu, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17113",Tutup,"5,0",5,"
0812-1733-3340",Ada,Tidak Tersedia,-6.2518125,107.0148489,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Santo Mikael, Kranji",Gereja Katolik,"Jl. Bintara Strada No.38, RT.001/RW.008, Kranji, Kec. Bekasi Bar., Kota Bks, Jawa Barat 17135",08.00 hingga 16.00,"4,7",650,"
(021) 88851155",Ada,Tersedia,-6.2322701,106.968884,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Lingkungan ke-1 Bekasi Gereja Yesus Kristus Dari Orang-orang Suci Zaman Akhir,Gereja Yesus Kristus dari Orang-orang Suci Zaman Akhir (Mormon),"Ruko Grand Mall Bekasi, Jl. Jend. Sudirman No.43 Blok D41, RT.001/RW.005, Harapan Mulya, Kecamatan Medan Satria, Kota Bks, Jawa Barat 17143",Tutup,"4,5",17,"
0897-9177-037",Ada,Tersedia,-6.2277923,106.9846449,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki St. Bartolomeus, Taman Galaxy",Gereja Katolik,"Villa Galaxy, Jl. Gardenia Utara No.35 AA1, RT.003/RW.017, Jaka Setia, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17147",,"4,8",857,,Tidak Ada ,Tersedia,-6.2685003,106.9733717,Aksesibilitas Tersedia,"['Ada toilet khusus pengguna kursi roda', 'Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santa Anna, Duren Sawit",Gereja Katolik,"Jl. Laut Arafuru No.7 Blok A7, RT.8/RW.10, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Tutup,"4,7",1.080,"
(021) 8612817",Ada,Tersedia,-6.2350378,106.9096444,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santo Leo Agung, Jatiwaringin",Gereja Katolik,"QW29+FF7, Jl. Manunggal I, Cipinang Melayu, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13620",08.30 hingga 17.00,"4,8",457,"
(021) 8629945",Ada,Tersedia,-6.2488298,106.9186717,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Santo Servatius, Paroki Kampung Sawah",Gereja Katolik,"Jl. Raya Kp. Sawah No.55 1, RT.006/RW.004, Jatimelati, Kec. Pd. Melati, Kota Bks, Jawa Barat 17415",08.00 hingga 19.00,"4,8",1.038,"
(021) 8449967",Ada,Tersedia,-6.3227341,106.9378376,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GPIB Jemaat Galilea Bekasi,Gereja Protestan,"PXJF+C8V, RT.003/RW.017, Jaka Setia, Kec. Bekasi Sel., Kota Bks, Jawa Barat 17148",Tutup,"4,7",69,"
(021) 82410100",Ada,Tersedia,-6.2688839,106.9732835,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
GKI Jatiasih Bekasi,Gereja,"Jalan Swatantra III, No. 38, Jatirasa, Jatiasih, RT.003/RW.004, Jatirasa, Kec. Jatiasih, Kota Bks, Jawa Barat 17423",,"4,6",117,"
(021) 8214375",Ada,Tidak Tersedia,-6.2907294,106.967886,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Keluarga Kudus, Rawamangun",Gereja Katolik,"Jl. Balai Pustaka Baru No.6, RT.6/RW.7, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220",08.00 hingga 15.00,"4,8",831,"
(021) 4892346",Ada,Tersedia,-6.195378,106.8865969,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
