nama_tempat,type_place,alamat,jam_operasional,rating,jumlah_review,telepon,stt_tlp,website,latitude,longitude,Ketersediaan Akses,aksesibilitas
Masjid Jami Baitul Muklisin,Masjid,"Jl. Raya Susukan, Pangkalan, Kec. Ciawigebang, Kabupaten Kuningan, Jawa Barat",,"4,7",58,,Tidak Ada ,Tidak Tersedia,-6.9656431,108.566741,Aksesibilitas Tersedia,[]
Masjid Cijoho,Masjid,"Jl. RE. Martadinata No.40, Cijoho, Kec. Kuningan, Kabupaten Kuningan, Jawa Barat 45513",,"4,6",133,"
0895-3646-02998",Ada,Tidak Tersedia,-6.9691156,108.4913434,Aksesibilitas Tersedia,[]
"Gereja Katolik St. Carolus Borromeus, Sukamulya",Gereja Katolik,"2FF5+2F3, Sukamulya, Kec. Cigugur, Kabupaten Kuningan, Jawa Barat 45552",,"4,7",55,,Tidak Ada ,Tidak Tersedia,-6.9774796,108.4586854,Aksesibilitas Tersedia,[]
GKP Jemaat Cigugur,Gereja,"2FM4+6PV, Unnamed Road, Cigugur, Kec. Cigugur, Kabupaten Kuningan, Jawa Barat 45552",Tutup,"4,8",12,,Tidak Ada ,Tidak Tersedia,-6.9668752,108.4568081,Aksesibilitas Tersedia,[]
GKP Jabar Sumber Kahirupan,Gereja,"VGM8+9JP, Bangunjaya, Kec. Subang, Kabupaten Kuningan, Jawa Barat 45586",,"5,0",4,,Tidak Ada ,Tidak Tersedia,-7.1165718,108.5169042,Aksesibilitas Tersedia,[]
Gereja Kristen Indonesia Kuningan,Gereja Aliran Baru,"Jl. Siliwangi No.81, Purwawinangun, Kec. Kuningan, Kabupaten Kuningan, Jawa Barat 45111",,"4,6",46,"
(0232) 871171",Ada,Tidak Tersedia,-6.9802279,108.4792252,Aksesibilitas Tersedia,[]
HKBP Kuningan,Gereja Lutheran,"Cigugur, Kec. Cigugur, Kabupaten Kuningan, Jawa Barat",Tutup,"5,0",8,,Tidak Ada ,Tidak Tersedia,-6.9680934,108.4491569,Aksesibilitas Tersedia,[]
Pasturan Paroki Cisantana,Gereja,"2FR2+4WH, Cisantana, Kec. Cigugur, Kabupaten Kuningan, Jawa Barat 45552",,,,,Tidak Ada ,Tidak Tersedia,-6.9598443,108.4524712,Aksesibilitas Tersedia,[]
Gereja Katolik Kristus Raja Paroki Cigugur Kuningan,Gereja Katolik,"Jalan Rumah Sakit No.7, Cigugur, Kuningan, Kuningan Regency, West Java 45552",05.30 hingga 20.30,"4,9",162,"
(0232) 8900588",Ada,Tidak Tersedia,-6.9687166,108.4557965,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
"Gereja Katolik Hati Kudus Yesus, Kuningan",Gereja Katolik,"2FCJ+5J2, Jl. Kepuh, Kuningan, Kec. Kuningan, Kabupaten Kuningan, Jawa Barat 45511",,"4,8",24,"
(0232) 871767",Ada,Tidak Tersedia,-6.9796125,108.4815299,Aksesibilitas Tersedia,[]
Gereja Bethel Indonesia,Gereja,"Jl. RA. Moertasiah Soepomo No.Rt 030/011, Lingkungan Manis, Cigugur, Kec. Cigugur, Kabupaten Kuningan, Jawa Barat 45552",,"4,9",26,"
0877-2245-2462",Ada,Tidak Tersedia,-6.9740341,108.466436,Aksesibilitas Tersedia,[]
GBI Cibunut,Gereja,"XG92+737, Desa Cibunut, Cirukem, Kec. Garawangi, Kabupaten Kuningan, Jawa Barat 45565",,"5,0",21,,Tidak Ada ,Tidak Tersedia,-7.0318386,108.5001599,Aksesibilitas Tersedia,[]
Rumah saladi135,Gereja,"WCX5+J8P, Cageur, Kec. Darma, Kabupaten Kuningan, Jawa Barat",Buka 24 jam,"5,0",3,"
0856-2404-9313",Ada,Tidak Tersedia,-7.0509217,108.4083418,Aksesibilitas Tersedia,[]
Goa Maria Fatimah Sawer Rahmat,Tempat Ziarah,"Cisantana, Kec. Cigugur, Kabupaten Kuningan, Jawa Barat 45552",Buka 24 jam,"4,8",1.168,"
0821-1179-5559",Ada,Tersedia,-6.9523239,108.4482309,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
