nama_tempat,type_place,alamat,jam_operasional,rating,jumlah_review,telepon,stt_tlp,website,latitude,longitude,Ketersediaan Akses,aksesibilitas
GPIB Bethel Bandung,Gereja,"Jl. Wastukencana No.1, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",Buka 24 jam,"4,7",223,"
(022) 4201794",Ada,Tersedia,-6.9136532,107.608698,Aksesibilitas Tersedia,[]
GBI ROCK BANDUNG,Gereja Kristen,"Convention Hall, Landmark, Braga, Sumurbandung, Bandung City, West Java 40111",Tutup,"4,8",36,"
(022) 4260611",Ada,Tersedia,-6.9157253,107.6087822,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Bala Keselamatan,Kantor Perusahaan,"Jl. Jawa No.20, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",,"4,5",38,"
(022) 4207029",Ada,Tersedia,-6.9151346,107.6136002,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
"Kapel Maria Ratu Para Malaikat, Ciamis",Kapel,"Jl. Pemuda No.58, Ciamis, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211",Buka 24 jam,"5,0",10,,Tidak Ada ,Tersedia,-7.3247927,108.3547704,Aksesibilitas Tersedia,[]
GSJA NEW LIFE,Gereja,"Jl. Merdeka No.32, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",,"4,8",46,,Tidak Ada ,Tersedia,-6.9113351,107.6108328,Aksesibilitas Tersedia,[]
Gereja Kristen Jawa Bandung,Gereja Protestan,"Jl. Merdeka No.28, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",09.00 hingga 21.00,"4,8",148,"
(022) 4203106",Ada,Tersedia,-6.9119042,107.6107257,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santo Yohanes, Ciamis",Gereja Katolik,"Jl. Pemuda No.56-58, Ciamis, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211",Buka 24 jam,"4,7",52,"
(0265) 772575",Ada,Tersedia,-7.3249592,108.3545817,Aksesibilitas Tersedia,[]
"Gereja Katolik St. Simon, Susuru",Gereja Katolik,"Susuru Kertajaya No.Ds, Kertayasa, Panawangan, Ciamis Regency, West Java 46255",,"4,3",3,,Tidak Ada ,Tidak Tersedia,-7.11352,108.3484682,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Santo Yohanes, Ciamis",Gereja Katolik,"Jl. Pemuda No.56-58, Ciamis, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211",Buka 24 jam,"4,7",52,"
(0265) 772575",Ada,Tersedia,-7.3249592,108.3545817,Aksesibilitas Tersedia,[]
"Kapel Maria Ratu Para Malaikat, Ciamis",Kapel,"Jl. Pemuda No.58, Ciamis, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211",Buka 24 jam,"5,0",10,,Tidak Ada ,Tersedia,-7.3247927,108.3547704,Aksesibilitas Tersedia,[]
Tukang ngadurukan,Vihara,"QXRC+9GF, Timbanghayu, Situgede, Kec. Karangpawitan, Kabupaten Garut, Jawa Barat 44182",,"5,0",2,,Tidak Ada ,Tidak Tersedia,-7.2090567,107.9712817,Aksesibilitas Tersedia,[]
Vihara dharma loka,Vihara,"Jl. Guntur No.130 134, Sukamentri, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44116",,"5,0",10,,Tidak Ada ,Tersedia,-7.2118817,107.9080954,Aksesibilitas Tersedia,[]
Yayasan Dharmaloka Garut,Rumah Duka,"QWM5+7C4, Jl. Bratayuda, Regol, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44114",Buka 24 jam,"4,3",8,"
0895-0391-3853",Ada,Tidak Tersedia,-7.2168629,107.9085907,Aksesibilitas Tersedia,[]
Vihara Srivijaya Dhamma,Vihara,"Jl. Bank No.42, Pakuwon, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44117",,"4,2",22,"
(0262) 232596",Ada,Tidak Tersedia,-7.2140162,107.9030324,Aksesibilitas Tersedia,[]
Rumah Orang Ganteng,Vihara,"WV7W+8V7, Jl. Raya Kadungora, Talagasari, Kec. Kadungora, Kabupaten Garut, Jawa Barat 44153",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-7.0866737,107.8973018,Aksesibilitas Tersedia,[]
